task_id,seed,m,estimate,workers,time
912,0x9747b61c,1024,291097.0400946627,16,14.985974073410034
911,0x9747b61b,1024,287521.0092747604,16,15.178399085998535
915,0x9747b61f,1024,280296.10872925055,16,16.60901927947998
917,0x9747b621,1024,285331.8532403703,16,14.476111888885498
882,0x9747b5fe,1024,295594.97483343154,16,23.118507862091064
918,0x9747b622,1024,278504.3721539704,16,15.073719263076782
913,0x9747b61d,1024,298652.18402960786,16,18.651453256607056
885,0x9747b601,1024,290822.36150040163,16,19.641456604003906
888,0x9747b604,1024,293950.706285504,16,18.379529237747192
914,0x9747b61e,1024,286222.1978020225,16,19.51590394973755
916,0x9747b620,1024,262435.1823141906,16,17.4708194732666
922,0x9747b626,1024,289175.2450827924,16,14.340465068817139
890,0x9747b606,1024,284472.8713567785,16,21.962758779525757
895,0x9747b60b,1024,279919.1545023561,16,16.935561895370483
898,0x9747b60e,1024,281486.2094494661,16,14.157116651535034
920,0x9747b624,1024,283463.4665717468,16,16.897850513458252
924,0x9747b628,1024,283199.6199651196,16,14.287179946899414
899,0x9747b60f,1024,300955.70142559,16,16.734365224838257
902,0x9747b612,1024,287800.8797491634,16,14.445963144302368
921,0x9747b625,1024,302623.52723611397,16,18.502092123031616
919,0x9747b623,1024,286135.8793332689,16,19.178945779800415
925,0x9747b629,1024,280666.92032679956,16,19.12041926383972
929,0x9747b62d,1024,286330.50547743554,16,14.406101703643799
903,0x9747b613,1024,293719.44964353554,16,18.296501636505127
872,0x9747b5f4,1024,280170.034939923,16,16.918798446655273
926,0x9747b62a,1024,268558.7712044353,16,18.208632946014404
933,0x9747b631,1024,297600.65849985275,16,14.164588451385498
932,0x9747b630,1024,281109.2912823871,16,14.429607629776001
931,0x9747b62f,1024,280953.67521292117,16,16.68868374824524
910,0x9747b61a,1024,287166.509902174,16,18.074904918670654
937,0x9747b635,1024,295917.3725683412,16,16.676233530044556
907,0x9747b617,1024,290928.24981402775,16,18.18278479576111
936,0x9747b634,1024,276604.11491312477,16,18.06650447845459
935,0x9747b633,1024,295618.7993705651,16,18.69317054748535
942,0x9747b63a,1024,281351.7314196252,16,14.186875104904175
940,0x9747b638,1024,288696.8346867651,16,14.325364112854004
943,0x9747b63b,1024,279746.4291944541,16,14.354121685028076
939,0x9747b637,1024,286213.61531186226,16,18.144110918045044
938,0x9747b636,1024,283236.57524417434,16,18.291651487350464
944,0x9747b63c,1024,292939.1193428709,16,14.240691423416138
946,0x9747b63e,1024,294286.7962323092,16,16.56032657623291
945,0x9747b63d,1024,269484.3420788878,16,16.5859375
949,0x9747b641,1024,284389.8505176786,16,14.387140274047852
950,0x9747b642,1024,278189.2785677804,16,14.359060764312744
953,0x9747b645,1024,281474.43342728843,16,14.31895637512207
947,0x9747b63f,1024,297511.9223900593,16,18.455957889556885
923,0x9747b627,1024,279604.0541996414,16,14.341609477996826
891,0x9747b607,1024,284611.24494272366,16,21.75194263458252
952,0x9747b644,1024,278619.1643159694,16,18.015503644943237
951,0x9747b643,1024,294910.99917788274,16,18.046287775039673
955,0x9747b647,1024,294115.0519878788,16,14.365415334701538
956,0x9747b648,1024,281652.75433924515,16,14.372693538665771
954,0x9747b646,1024,281650.3011454067,16,18.498472452163696
962,0x9747b64e,1024,278141.2264559808,16,14.374407291412354
957,0x9747b649,1024,276937.93802375457,16,14.670471906661987
963,0x9747b64f,1024,282111.4001827046,16,16.466909885406494
967,0x9747b653,1024,292232.70499288855,16,14.340683460235596
930,0x9747b62e,1024,264910.7013279571,16,14.238421440124512
961,0x9747b64d,1024,283982.08860806806,16,17.590753078460693
958,0x9747b64a,1024,278737.7532133306,16,18.102601051330566
960,0x9747b64c,1024,268934.4615492566,16,18.200016260147095
928,0x9747b62c,1024,276117.80536455073,16,17.942363500595093
969,0x9747b655,1024,293502.8000712287,16,14.391966104507446
965,0x9747b651,1024,280954.1733877505,16,18.074641466140747
970,0x9747b656,1024,293345.54599924193,16,16.474533796310425
972,0x9747b658,1024,271717.53220611543,16,14.391550064086914
973,0x9747b659,1024,302468.66304224165,16,14.535508871078491
934,0x9747b632,1024,283081.8324481159,16,18.27538824081421
976,0x9747b65c,1024,282494.76443167526,16,14.378232955932617
980,0x9747b660,1024,274628.56969371706,16,14.39745545387268
981,0x9747b661,1024,273558.0439689081,16,14.339670181274414
941,0x9747b639,1024,287945.23171929637,16,18.11191725730896
982,0x9747b662,1024,282956.36101414624,16,14.168251752853394
983,0x9747b663,1024,262441.52859248174,16,14.268658638000488
979,0x9747b65f,1024,289278.2999263747,16,18.00953197479248
986,0x9747b666,1024,285580.75971217983,16,14.275302410125732
984,0x9747b664,1024,287049.950358142,16,14.455256938934326
985,0x9747b665,1024,282237.7319609878,16,16.47743511199951
948,0x9747b640,1024,278881.5234173423,16,18.097787857055664
990,0x9747b66a,1024,275522.5342691615,16,14.36443543434143
987,0x9747b667,1024,288064.06455429207,16,18.05218243598938
995,0x9747b66f,1024,304714.00756019744,16,14.53996992111206
994,0x9747b66e,1024,278249.26933451404,16,14.494155168533325
991,0x9747b66b,1024,298042.7796061716,16,17.976083993911743
989,0x9747b669,1024,277931.8150829511,16,18.30854821205139
993,0x9747b66d,1024,290464.47189180535,16,16.709832906723022
996,0x9747b670,1024,275980.5471079265,16,14.345338821411133
964,0x9747b650,1024,296830.92876872944,16,16.698740243911743
968,0x9747b654,1024,284916.16168060165,16,14.063960552215576
999,0x9747b673,1024,289022.38200674474,16,14.312751293182373
998,0x9747b672,1024,280768.5263947467,16,14.609993934631348
959,0x9747b64b,1024,295713.85998814064,16,18.117217779159546
997,0x9747b671,1024,270592.540339941,16,17.909775972366333
927,0x9747b62b,1024,272163.43922486925,16,18.379795789718628
966,0x9747b652,1024,261834.28802736572,16,18.31178331375122
971,0x9747b657,1024,275779.66726084374,16,16.76303267478943
974,0x9747b65a,1024,292609.55713881453,16,18.44096326828003
977,0x9747b65d,1024,295592.9344846731,16,18.36001491546631
992,0x9747b66c,1024,287509.8967278298,16,18.039918184280396
988,0x9747b668,1024,285266.2019817484,16,18.21819233894348
978,0x9747b65e,1024,277728.77936985216,16,16.897851943969727
975,0x9747b65b,1024,260657.35323488232,16,18.201043128967285
